Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k);
;;;;;;;;;Receitas de Intermediação Financeira;;;;;;;Despesas de Intermediação Financeira;;;;;;Resultado de Intermediação Financeira (c) = (a) + (b);Rendas de Prestação de Serviços (d1);Rendas de Tarifas Bancárias (d2);Despesas de Pessoal (d3);Despesas Administrativas (d4);Despesas Tributárias (d5);Resultado de Participações (d6);Outras Receitas Operacionais (d7);Outras Despesas Operacionais (d8);Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);;;;;;;;
;;;;;;;;;Rendas de Operações de Crédito (a1);Rendas de Operações de Arrendamento Mercantil (a2);Rendas de Operações com TVM (a3);Rendas de Operações com Instrumentos Financeiros Derivativos (a4);Resultado de Operações de Câmbio (a5);Rendas de Aplicações Compulsórias (a6);Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Despesas de Captação (b1);Despesas de Obrigações por Empréstimos e Repasses (b2);Despesas de Operações de Arrendamento Mercantil (b3);Resultado de Operações de Câmbio (b4);Resultado de Provisão para Créditos de Difícil Liquidação (b5);Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5);;;;;;;;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;;I;2;BOM SUCESSO;MG;09/2016;1.576;0;787;0;0;0;2.363;-754;-135;0;0;-176;-1.064;1.298;196;375;-771;-784;-33;0;34;-71;-1.053;245;0;245;-11;-26;207;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ESMERALDAS E REGIÃO LTDA - SICOOB CREDIESMERALDAS;68512748;b3S;;I;2;ESMERALDAS;MG;09/2016;1.842;0;516;0;0;0;2.359;-672;-21;0;0;-359;-1.051;1.307;191;430;-814;-840;-16;0;130;-238;-1.158;149;3;152;-19;0;133;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA;1608685;b3S;;I;2;RIO BRANCO;AC;09/2016;1.940;0;412;0;0;0;2.353;-831;0;0;0;-325;-1.156;1.197;143;74;-480;-400;-13;0;7;-60;-730;467;9;476;-18;-29;429;-385
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE SUL DA BAHIA LTDA.   SICOOB NORTE SUL;2876918;b3S;;I;2;GANDU;BA;09/2016;2.076;0;264;0;0;0;2.340;-586;-57;0;0;-239;-882;1.458;224;556;-946;-862;-12;0;72;-223;-1.191;267;69;336;-30;0;305;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ;62562012;b3S;;I;2;SAO PAULO;SP;09/2016;2.152;0;188;0;0;0;2.340;0;0;0;0;-24;-24;2.316;0;0;-489;-327;-2;0;0;0;-818;1.498;0;1.498;0;0;1.498;0
AGK CC S.A. - PRUDENCIAL;1000082035;n2;;I;2;SAO PAULO;SP;09/2016;0;0;0;0;2.330;0;2.330;0;0;0;0;0;0;2.330;1.500;0;-916;-2.524;-264;0;0;-46;-2.250;80;0;80;0;0;80;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES - CRESOL VITOR MEIRELES;7320890;b3S;;I;2;VITOR MEIRELES;SC;09/2016;1.927;0;397;0;0;0;2.324;-737;-200;0;0;-369;-1.306;1.018;310;13;-528;-328;0;0;0;-175;-708;310;1;309;0;0;309;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MANAUS   SICOOB MANAUS;5580585;b3S;;I;2;MANAUS;AM;09/2016;2.029;0;283;0;0;0;2.311;-703;0;0;0;-1.277;-1.981;331;112;138;-551;-590;-10;0;2;-102;-1.002;-672;7;-664;-14;0;-678;-48
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL DO ESTADO DE RONDÔNIA   SICOOB CREDIFORTE;3497143;b3S;;I;2;PORTO VELHO;RO;09/2016;2.147;0;163;0;0;0;2.311;-391;-210;0;0;-147;-747;1.564;61;135;-706;-779;-11;0;3;-51;-1.348;215;-1;214;-4;-6;204;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO PÃO DE AÇÚCAR;46277273;b3S;;I;2;SAO PAULO;SP;09/2016;1.006;0;1.302;0;0;0;2.308;0;0;0;0;-3;-3;2.305;0;0;-270;0;-8;0;0;-764;-1.042;1.263;0;1.263;0;0;1.263;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;;I;2;OURINHOS;SP;09/2016;1.425;0;871;0;0;0;2.296;-1.244;0;0;0;-152;-1.396;900;87;23;-293;-219;-8;0;0;-104;-514;385;0;385;0;0;385;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;;I;2;CASCA;RS;09/2016;1.953;0;289;0;0;0;2.242;-994;0;0;0;84;-910;1.332;37;2;-226;-192;-1;0;4;-9;-386;946;0;945;0;0;945;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SCHROEDER - CRESOL SCHROEDER;8387258;b3S;;I;2;SCHROEDER;SC;09/2016;1.507;0;732;0;0;0;2.239;-834;-121;0;0;-396;-1.351;888;57;163;-391;-375;1;0;73;-303;-777;111;-13;99;-5;0;94;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4973378;b3S;;I;2;ITAPEJARA D'OESTE;PR;09/2016;1.844;0;391;0;0;0;2.235;-386;-397;0;0;-606;-1.390;845;159;94;-220;-402;0;0;42;-225;-553;292;-9;284;-3;-3;277;-82
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;;I;2;CAMPOS GERAIS;MG;09/2016;1.250;0;976;0;0;0;2.227;-688;-197;0;0;209;-676;1.550;107;152;-528;-395;-7;0;39;-53;-685;865;1;866;-19;-52;794;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO ESTADO DE SÃO PAULO - CREDIPAULISTA;3139644;b3S;;I;2;SAO PAULO;SP;09/2016;1.740;0;475;0;0;0;2.215;0;0;0;0;-281;-281;1.934;0;0;-435;-638;-2;0;0;-130;-1.205;729;0;729;0;0;729;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUL DE MATO GROSSO - SICOOB SUL;5247312;b3S;;I;2;RONDONOPOLIS;MT;09/2016;1.341;0;871;0;0;0;2.211;-642;-122;0;0;-389;-1.154;1.058;248;394;-561;-709;-11;0;78;-114;-675;383;1;383;-15;0;367;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA;4261151;b3S;;I;2;DONA EMMA;SC;09/2016;1.681;0;520;0;0;0;2.202;-887;-75;0;0;-293;-1.255;947;79;52;-394;-390;0;0;33;-133;-753;194;-75;119;0;-38;81;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DAS ENCOSTAS DA SERRA GERAL - CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;;I;2;SANTA ROSA DE LIMA;SC;09/2016;1.550;0;635;0;0;0;2.185;-871;-68;0;0;-97;-1.036;1.149;106;34;-453;-351;0;0;0;-101;-766;383;62;446;0;0;446;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS RANDON;89280960;b3S;;I;2;CAXIAS DO SUL;RS;09/2016;1.569;0;601;0;0;0;2.170;-60;0;0;0;-289;-349;1.820;0;0;-147;-130;0;0;0;-19;-295;1.525;0;1.525;-214;-2;1.309;-793
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPERCORREIOS;3862898;b3S;;I;2;BELO HORIZONTE;MG;09/2016;1.915;0;244;0;0;0;2.159;-560;0;0;0;-420;-980;1.179;32;122;-308;-354;-10;0;4;-37;-552;628;0;628;-3;0;625;0
MELHOR CC LTDA. - PRUDENCIAL;1000082279;n2;;I;2;CURITIBA;PR;09/2016;0;0;0;0;2.150;0;2.150;0;0;0;0;0;0;2.150;0;1;-204;-1.670;-100;0;0;0;-1.973;177;0;177;-58;0;119;-35
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;;I;2;OURO;SC;09/2016;1.841;0;301;0;0;0;2.142;-478;-84;0;0;-799;-1.362;780;26;85;-288;-324;0;0;187;-229;-543;237;3;241;0;0;240;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;2794761;b3S;;I;2;VICOSA;MG;09/2016;1.632;0;497;0;0;0;2.129;-595;0;0;0;-134;-729;1.401;90;10;-297;-500;-9;0;0;-19;-724;676;0;676;-16;0;661;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA;26359745;b3S;;I;2;IGUATAMA;MG;09/2016;1.381;0;741;0;0;0;2.122;-632;-137;0;0;246;-523;1.599;102;90;-522;-414;-6;0;2;-13;-761;838;0;838;-18;0;821;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE LEME - SICOOB CREDIACIL;8795285;b3S;;I;2;LEME;SP;09/2016;1.284;0;824;0;0;0;2.108;-861;-3;0;0;119;-745;1.363;100;188;-390;-333;-6;0;30;-45;-457;906;0;906;-8;0;897;0
COOPERATIVA DE CRÉDITO DE LIVRE  ADMISSÃO DE JI-PARANÁ E REGIÃO LTDA. - SICOOB UNIJPR;5007327;b3S;;I;2;JI-PARANA;RO;09/2016;1.561;0;544;0;0;0;2.105;-826;0;0;0;-127;-953;1.153;95;79;-560;-505;-9;0;7;-47;-940;213;10;223;-12;-11;201;-165
CAMBIONET CC LTDA - PRUDENCIAL;1000082286;n2;;I;2;PORTO ALEGRE;RS;09/2016;0;0;31;0;2.071;0;2.102;0;0;0;0;0;0;2.102;77;0;-550;-872;-102;0;3;-31;-1.475;627;-9;618;0;-26;592;-100
SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA;2031139;b3S;;I;2;MONTES CLAROS;MG;09/2016;1.530;0;563;0;0;0;2.092;-617;-117;0;0;-280;-1.014;1.078;196;212;-752;-520;-3;0;379;-79;-568;510;-2;508;-9;0;499;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DA EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB COOPEMG;3269540;b3S;;I;2;BELO HORIZONTE;MG;09/2016;1.912;0;180;0;0;0;2.092;-547;-441;0;0;-300;-1.288;804;138;34;-582;-399;-16;0;1;-105;-927;-124;1;-123;-11;0;-134;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB CREDIPÉROLA;82133182;b3S;;I;2;TIMBO;SC;09/2016;1.630;0;440;0;0;0;2.070;-748;-3;0;0;-339;-1.089;981;133;215;-542;-525;-9;0;107;-93;-714;267;15;282;-16;0;266;0
BOA VIAGEM SCC LTDA. - PRUDENCIAL;1000082080;n2;;I;2;RECIFE;PE;09/2016;0;0;0;0;2.047;0;2.047;0;0;0;0;0;0;2.047;16;0;-817;-807;-97;0;0;0;-1.706;341;41;382;-132;0;250;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;42880617;b3S;;I;2;TIROS;MG;09/2016;1.700;0;345;0;0;0;2.046;-468;-207;0;0;49;-626;1.420;126;142;-443;-294;-10;0;10;-32;-500;920;0;919;-26;-14;879;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO;1110032;b3S;;I;2;GOVERNADOR VALADARES;MG;09/2016;1.221;0;800;0;0;0;2.021;-994;0;0;0;7;-987;1.035;104;53;-477;-394;-4;0;1;0;-718;317;1;317;-2;0;315;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;;I;2;GOIANIA;GO;09/2016;1.685;0;333;0;0;0;2.018;-414;-3;0;0;-364;-782;1.236;45;102;-415;-475;-3;0;44;-315;-1.017;219;0;219;-4;0;214;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU;3921543;b3S;;I;2;SANTALUZ;BA;09/2016;1.798;0;206;0;0;0;2.004;-431;-25;0;0;-384;-840;1.164;31;242;-484;-674;-2;0;14;-282;-1.153;10;-52;-41;0;0;-41;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA;74248949;b3S;;I;2;SAO JOAO DA BOA VISTA;SP;09/2016;1.615;0;383;0;0;0;1.997;-696;0;0;0;-20;-716;1.281;22;16;-333;-242;-19;0;0;0;-555;726;0;726;-120;-63;543;0
WALPIRES S.A. CCTVM - PRUDENCIAL;1000082860;n2;;I;2;SAO PAULO;SP;09/2016;0;0;1.987;0;0;0;1.987;0;0;0;0;0;0;1.987;1.072;2.252;-463;-4.931;-320;0;379;-7;-2.018;-30;-3.099;-3.130;-6.142;0;-9.271;0
FRENTE CC LTDA. - PRUDENCIAL;1000084387;n2;;I;2;SAO PAULO;SP;09/2016;0;0;0;0;1.986;0;1.986;0;0;0;0;0;0;1.986;199;0;-356;-993;-113;0;12;-10;-1.261;725;26;752;-319;0;433;0
GOLCRED - PRUDENCIAL;1000080965;n1;;C;2;SAO JOSE;SC;09/2016;1.644;0;339;0;0;0;1.983;-207;0;0;0;-701;-908;1.075;1.769;153;-1.280;-982;-230;0;50;-60;-581;494;0;494;-287;0;207;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF;74244344;b3S;;I;2;SAO PAULO;SP;09/2016;1.264;0;703;0;0;0;1.967;0;0;0;0;-275;-275;1.693;0;0;-89;-178;0;0;75;0;-192;1.501;0;1.501;0;0;1.501;-1.527
VISION S.A. CC - PRUDENCIAL;1000081892;n2;;I;2;SAO PAULO;SP;09/2016;0;0;28;0;1.935;0;1.962;0;0;0;0;-2;-2;1.960;1.037;0;-617;-2.094;-191;0;2;-8;-1.870;89;0;89;-33;0;56;0
COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR;2245493;b3S;;I;2;SALVADOR;BA;09/2016;1.427;0;531;0;0;0;1.958;-81;0;0;0;318;237;2.195;16;18;-410;-389;-1;3;179;-126;-710;1.485;8;1.493;0;0;1.493;0
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE – CREDICOMIN;9590601;b3S;;I;2;LAGES;SC;09/2016;1.439;0;516;0;0;0;1.955;-620;-51;0;0;-227;-898;1.057;164;116;-463;-516;-2;0;2;-34;-732;325;-11;314;0;-25;289;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;;I;2;CHAPADA GAUCHA;MG;09/2016;1.789;0;155;0;0;4;1.949;-109;-411;0;0;-516;-1.037;912;92;138;-404;-267;-9;0;110;-50;-390;522;0;522;0;0;522;0
COOPERATIVA DE CRÉDITO DO CENTRO OESTE DE GOIAS - SICREDI CENTRO OESTE GO;9576038;b3S;;I;2;GOIANIA;GO;09/2016;1.397;0;552;0;0;0;1.949;-464;0;0;0;-902;-1.366;583;188;188;-689;-600;-8;0;19;-425;-1.326;-744;1;-743;-2;0;-745;0
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;;I;2;SERRINHA;BA;09/2016;1.771;0;178;0;0;0;1.949;-447;-51;0;0;-366;-864;1.084;26;234;-563;-508;1;0;31;-136;-916;168;0;168;-11;0;157;0
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;;I;2;BELO HORIZONTE;MG;09/2016;585;0;1.356;0;0;0;1.941;-981;0;0;0;-160;-1.141;800;349;311;-406;-523;-35;0;54;-67;-319;482;0;482;0;0;482;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA. - CECREF;19402130;b3S;;I;2;BELO HORIZONTE;MG;09/2016;1.711;0;227;0;0;0;1.939;-477;-218;0;0;-45;-740;1.199;63;32;-758;-393;-12;0;137;-126;-1.055;144;0;144;-4;0;140;0
COOPERATIVA DE CRÉDITO RURAL DE NOVA BRASILÂNDIA D'OESTE LTDA.;5597773;b3S;;I;2;NOVA BRASILANDIA;RO;09/2016;1.738;0;193;0;0;0;1.931;-445;-6;0;0;-45;-496;1.435;61;5;-484;-312;0;0;13;-184;-901;533;16;549;0;0;549;-186
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TRES BARRAS DO PARANA - CRESOL TRES BARRAS DO PARANA;4273001;b3S;;I;2;TRES BARRAS DO PARANA;PR;09/2016;1.333;0;588;0;0;0;1.921;-500;-329;0;0;-225;-1.053;868;186;124;-364;-470;1;0;41;-278;-762;106;-29;77;-9;0;68;-41
AF ESTADO DE PERNAMBUCO S.A. - PRUDENCIAL;1000081177;n1;;I;1;RECIFE;PE;09/2016;472;0;1.442;0;0;0;1.913;0;-82;0;0;-1.609;-1.692;222;29;41;-798;-1.199;-92;0;10;1;-2.011;-1.789;1;-1.788;0;0;-1.788;0
BANCO PORTO REAL DE INVEST.S.A - PRUDENCIAL;1000081359;b2;;I;2;PORTO REAL;RJ;09/2016;1.628;0;285;0;0;0;1.913;-202;0;0;0;-124;-326;1.587;3;0;-684;-210;-82;0;0;-15;-988;599;38;637;-233;0;404;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER LEGISLATIVO FEDERAL E DO DISTRITO FEDERAL - SICOOB LEGISLATIVO;3329154;b3S;;I;2;BRASILIA;DF;09/2016;1.731;0;181;0;0;0;1.912;-583;-501;0;0;-723;-1.807;105;12;20;-348;-260;-3;0;15;-39;-603;-498;1;-497;-2;0;-499;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONDELEZ BRASIL, PHILIP MORRIS BRASIL E K&S ALIMENTOS;62795257;b3S;;I;2;SAO PAULO;SP;09/2016;1.197;0;711;0;0;0;1.908;0;0;0;0;-18;-18;1.890;8;0;-368;-113;-2;0;21;-6;-460;1.430;0;1.430;0;0;1.430;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ARATIBA-CRESOL ARATIBA;4565791;b3S;;I;2;ARATIBA;RS;09/2016;1.137;0;765;0;0;0;1.902;-809;-105;0;0;-218;-1.132;770;119;1;-340;-180;0;0;0;-87;-487;283;-75;208;0;0;208;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE FRANCISCO BELTRÃO-PR E REGIÃO, UNIPRIME FRANCISCO BELTRÃO;2412022;b3S;;I;2;FRANCISCO BELTRAO;PR;09/2016;778;0;1.123;0;0;0;1.901;-1.105;-2;0;0;-223;-1.330;571;21;16;-170;-189;0;0;11;-2;-315;256;0;256;0;0;256;-194
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204963;b3S;;I;2;SEARA;SC;09/2016;720;0;1.174;0;0;0;1.894;-992;-94;0;0;-161;-1.248;646;96;9;-271;-219;0;0;0;-75;-461;185;-23;162;0;0;162;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;65560658;b3S;;I;2;SAO PAULO;SP;09/2016;1.814;0;70;0;0;0;1.884;-35;0;0;0;-147;-182;1.702;0;0;-556;-279;0;0;44;0;-791;911;0;911;0;0;911;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;;I;2;CAPITOLIO;MG;09/2016;1.404;0;472;0;0;0;1.876;-556;-129;0;0;-159;-844;1.032;277;126;-567;-411;-12;0;0;-83;-669;362;0;362;-42;0;320;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIBEIRÃO PRETO E REGIÃO - SICOOB COOPERAC;8071414;b3S;;I;2;RIBEIRAO PRETO;SP;09/2016;1.426;0;441;0;0;0;1.867;-432;0;0;0;-358;-790;1.078;326;234;-545;-736;-4;0;3;-46;-769;309;19;327;-13;-37;278;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS  DE NÍVEL SUPERIOR DA SAÚDE DE VITÓRIA LTDA. - UNICRED VITÓRIA;39808449;b3S;;I;2;VITORIA;ES;09/2016;1.161;0;697;0;0;0;1.858;-700;0;0;0;-28;-728;1.130;110;77;-490;-498;-4;0;1;-2;-806;324;0;324;0;0;324;0
COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;;I;2;SALVADOR;BA;09/2016;1.429;0;416;0;0;0;1.845;-373;0;0;0;-535;-908;937;74;337;-593;-529;-6;0;211;-40;-545;392;4;396;-5;0;391;-240
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2483330;b3S;;I;2;TURVO;PR;09/2016;1.673;0;166;0;0;0;1.840;-195;-265;0;0;-180;-640;1.200;95;114;-383;-372;-1;0;51;-500;-995;205;-6;199;-2;0;197;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREDERICO WESTPHALEN - CRESOL FREDERICO WESTPHALEN;17343510;b3S;;I;2;FREDERICO WESTPHALEN;RS;09/2016;1.328;0;506;0;0;0;1.834;-794;-57;0;0;-358;-1.208;626;50;22;-334;-259;0;0;122;-158;-557;68;-2;67;-1;-38;27;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHOPINZINHO - CRESOL CHOPINZINHO;2511232;b3S;;I;2;CHOPINZINHO;PR;09/2016;1.255;0;577;0;0;0;1.832;-404;-350;0;0;-279;-1.033;799;156;75;-293;-242;1;0;32;-111;-385;414;80;494;-10;-7;477;-82
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS E PRESTADORES DE SERVIÇO DO GRUPO ARCELORMITTAL - SICOOB COPESITA;19875244;b3S;;I;2;TIMOTEO;MG;09/2016;1.267;0;558;0;0;0;1.825;-692;0;0;0;-52;-744;1.081;100;42;-373;-359;-10;0;125;-65;-541;540;4;544;-15;0;529;-179
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIO CLARO - SICOOB CREDIACIRC;9527069;b3S;;I;2;RIO CLARO;SP;09/2016;1.285;0;532;0;0;0;1.817;-562;0;0;0;-210;-773;1.044;122;118;-419;-370;-4;0;20;-23;-557;487;-30;457;0;0;457;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE RONDONIENSE LTDA. - CREDISIS ROLIMCREDI;3985375;b3S;;I;2;ROLIM DE MOURA;RO;09/2016;1.574;0;237;0;0;0;1.810;-374;-5;0;0;-910;-1.289;521;118;15;-605;-395;0;0;6;-70;-931;-410;-7;-417;0;0;-417;-252
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS INTEGRANTES DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL - SICREDI MP;3662047;b3S;;I;2;PORTO ALEGRE;RS;09/2016;816;0;971;0;0;0;1.787;-1.209;-20;0;0;0;-1.230;557;18;4;-234;-73;1;0;66;-104;-324;234;0;233;-2;0;231;0
CONFEDERACAO NACIONAL DAS COOPERATIVAS CENTRAIS DE CREDITO E ECONOMIA FAMILIAR E SOLIDARIA - CONFESOL;10398952;b3C;;I;2;FLORIANOPOLIS;SC;09/2016;0;0;1.786;0;0;0;1.786;-1.484;0;0;0;0;-1.484;302;10;0;-1.355;742;0;0;125;-5;-482;-180;0;-180;0;0;-180;0
UNIÃO ALTERNATIVA CC LTDA. - PRUDENCIAL;1000082396;n2;;I;2;PORTO ALEGRE;RS;09/2016;0;0;0;0;1.783;0;1.783;0;0;0;0;0;0;1.783;44;140;-211;-1.072;-92;0;1;-10;-1.200;584;-9;575;-236;0;339;-31
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;;I;2;MARTINHO CAMPOS;MG;09/2016;1.231;0;550;0;0;0;1.781;-650;-57;0;0;-423;-1.130;652;146;117;-514;-398;-12;0;52;-55;-665;-13;0;-12;-21;0;-33;0
DEBONI DTVM LTDA - PRUDENCIAL;1000084150;n2;;I;2;CURITIBA;PR;09/2016;0;0;0;0;1.775;0;1.775;0;0;0;0;0;0;1.775;0;41;-775;-848;-94;0;0;0;-1.675;100;-155;-55;-3;0;-58;0
SINOSSERRA FINANCEIRA S/A - PRUDENCIAL;1000084552;n1;;C;2;NOVO HAMBURGO;RS;09/2016;222;0;1.543;0;0;0;1.766;0;0;0;0;-49;-49;1.716;4.986;0;-1.740;-2.792;-798;0;310;-1.089;-1.122;594;6;600;-196;0;405;0
COOPERATIVA DE CRÉDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA;7836458;b3S;;I;2;BRASILIA;DF;09/2016;1.469;0;293;0;0;0;1.762;-413;-70;0;0;-28;-512;1.250;182;143;-386;-246;-8;0;35;-1;-281;969;0;969;0;0;969;-75
